Pyridoxal Phosphate	SHMT2|PDXP|SPTLC1|SRR|SPTLC3|MOCOS|NFS1|GPT|SGPL1|OAT|CCBL1|PYGM|FTCD|AADAT|DDC|KYNU|PROSC|SEPSECS|CTH|SHMT1|TAT|PDXDC1|PSAT1|ADC|AGXT2|CBS|ODC1|CSAD|GADL1|GAD1|ABAT|HDC|GLDC|BCAT1|SDS|GPT2|PHYKPL|SPTLC2|GOT2|GOT1|GCAT|CCBL2|THNSL1|ALAS1|PYGB|IGSF10|SCLY|BCAT2|PNPO|SDSL|PYGL|AGXT
1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one	PREP
2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione	PREP
Carbidopa	DDC
CHF-1512	DDC
Malathion	BCHE
Hexafluronium	BCHE
Echothiophate	BCHE
Diethylphosphono Group	BCHE
Butanoic Acid	BCHE
9-N-Phenylmethylamino-Tacrine	BCHE
Ethyl Dihydrogen Phosphate	BCHE
Butyrylthiocholine	BCHE
Monoisopropyl Ester Phosphonic Acid Group	BCHE
DODECANESULFONATE ION	BCHE
9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE	BCHE
(1R)-MENTHYL HEXYL PHOSPHONATE GROUP	BCHE
(1S)-MENTHYL HEXYL PHOSPHONATE GROUP	BCHE
ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE	BCHE
5-Chloro-6-[(2-Iminopyrrolidin-1-Yl)Methyl]Pyrimidine-2,4(1h,3h)-Dione	TYMP
Methoxy arachidonyl fluorophosphonate	FAAH
1-DODECANOL	FAAH
4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid	FAAH
4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	FAAH
Tranylcypromine	MAOA|MAOB
Selegiline	MAOA|MAOB
Isocarboxazid	MAOA|MAOB
Pargyline	MAOA|MAOB
Isatin	MAOB
N-Methyl-N-Propargyl-1(R)-Aminoindan	MAOB
Farnesol	MAOB
N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	IGF1|MAOB
N-Propargyl-1(S)-Aminoindan	MAOB
5-Hydroxy-N-Propargyl-1(R)-Aminoindan	MAOB
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE	MAOB
7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE	MAOB
7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE	MAOB
N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE	MAOB
(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE	MAOB
4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	MAOB
(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE]	MAOB
Moclobemide	MAOA
N-Methyl-N-Propargyl-3-(2,4-Dichlorophenoxy)Propylamine	MAOA
AZD2563	MAOA
CX157	MAOA
DECYL(DIMETHYL)PHOSPHINE OXIDE	MAOA
7-METHOXY-1-METHYL-9H-BETA-CARBOLINE	MAOA
N-Alpha-Acetyl-3,5-Diiodotyrosylglycine	PAM
Threonine Derivative	PAM
2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide	PDF
Bb-3497	PDF
Allopurinol	XDH
4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile	XDH
dioxothiomolybdenum(VI) ion	XDH
Y-700	XDH
Febuxostat	XDH
Oxypurinol	XDH
FG-4592	EGLN3|EGLN2|EGLN1
(2S)-2-({6-[(3-AMINO-5-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)-3-METHYLBUTAN-1-OL	CDK6
3,7,3',4'-TETRAHYDROXYFLAVONE	CDK6
Palbociclib	CDK6|CDK4
Pentostatin	ADA
FR221647	ADA
6-Hydroxy-7,8-Dihydro Purine Nucleoside	ADA
FR117016	ADA
FR236913	ADA
6-Hydroxy-1,6-Dihydro Purine Nucleoside	ADA
FR233623	ADA
FR239087	ADA
FR230513	ADA
1-Deaza-Adenosine	ADA
Purine Riboside	ADA
(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol	ADA
1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	ADA
1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE	ADA
1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	ADA
N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE	EGLN1
N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE	HIF1A|EGLN1
N-(phosphonacetyl)-L-aspartic acid	CAD
Hadacidin	ADSSL1
6-O-Phosphoryl Inosine Monophosphate	ADSSL1
Adenylosuccinic Acid	ADSSL1
Thimerosal	OXCT1
2-Hydroxyethyl Disulfide	GSTA1
N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine	GSTA1
6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	GCSH
2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	PPP2CA|PPP2R1A|PPP2R5C|PPP2R2A|PPP1CA
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	PPP2CA|PPP2R1A|PPP2R5C
GTS-21	CHRFAM7A
Tetraethylammonium	CHRNA9
Gamma Hydroxybutyric Acid	GABRB1|SLC52A2
Piperazine	GABRB3
Fospropofol	GABRB2|GABRB3
(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	PSMA4|PSMB7|PSMB2|PSMA3|PSMB1|PSMB5|PSMB4|PSMB6|PSMB3|PSMA1|PSMA6|PSMA5|PSMA7|PSMA2
Carfilzomib	PSMB10|PSMB2|PSMB1|PSMB5|PSMB9|PSMB8
SB939	HDAC2|HDAC1|HDAC3|HDAC6
MGCD-0103	HDAC2|HDAC1|HDAC3
CRA-024781	HDAC1
Osanetant	TACR3
AZD3409	FNTB|FNTA
R115777	FNTB
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	FNTB|FNTA
(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE	FNTB|FNTA
[(3,7,11-TRIMETHYL-DODECA-2,6,10-TRIENYLOXYCARBAMOYL)-METHYL]-PHOSPHONIC ACID	FNTB|FNTA|KRAS
ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID	FNTB|FNTA
(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE	FNTB|FNTA
(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	FNTB|FNTA
XL147	PIK3CA
DG031	ALOX5AP
AM103	ALOX5AP
Everolimus	MTOR
AP1903	MTOR
Temsirolimus	MTOR
Arimoclomol	SOD1
AGRO100	IKBKG
MPC-7869	IKBKG
Pirfenidone	FURIN
Denufosol	P2RY2
INS 316	P2RY2
PCK3145	RPSA
XL784	ADAM10
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	JAK1|JAK3|JAK2|DAPK3|TYK2
XL019	JAK2
5-phenyl-1H-indazol-3-amine	JAK2
4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide	JAK2
4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM	JAK2
3-{(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl}-3-oxopropanenitrile	JAK1|JAK3|JAK2|TYK2
Ruxolitinib	JAK1|JAK2
Tofacitinib	JAK1|JAK3|JAK2
659032	PLA2G7
(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE	PLA2G7|PAFAH1B3|CES1
4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE	RET
GMX1777	NAMPT
N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE	NAMPT
13-Acetylphorbol	PRKCD
AC162352	NPY1R|NPY2R|NPY5R|NPY4R
TM30338	NPY2R|NPY4R
AER001	IL13RA2|IL4R
Migalastat	GLA
Ecabet	NOXO1
99mTc-ciprofloxacin	TOP2B
3'-THIO-THYMIDINE-5'-PHOSPHATE	TOP2B
2,5-Anhydroglucitol-1,6-Biphosphate	FBP1
{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol	FBP1
Mdl-29951	FBP1
MB07803	FBP1
N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE	FBP1
2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE	FBP1
2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE	FBP1
4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE	FBP1
Fingolimod	S1PR5
Isoniazid	CYP2C19|CYP2C8|CYP1A2|CYP3A4
lidocaine patch	CYP1A2
2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE	CYP1A2
Phenoxodiol	ENOX2
Amodiaquine	HNMT
METOPRINE, METHODICHLOROPHEN	HNMT
4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE	HNMT
Cintredekin Besudotox	IL13
Oregovomab	MUC16
Ecallantide	KLKB1
Glisoxepide	KCNJ8
3-Hydroxy-Myristic Acid	LY96|TLR4
Eritoran	TLR4
1-Beta-Ribofuranosyl-1,3-Diazepinone	CDA
DN-101	CDA
oportuzumab monatox	EPCAM
ING-1	EPCAM
EPT1647	MC1R
CZEN 002	MC1R
Zidovudine	TERT
GV1001	TERT
Grn163l	TERT|SCYL1|PTGES3|SMG6
GTI 2040	RRM2
N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine	EPHB4
N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE	EPHB4
N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE	EPHB4
3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide	EPHB4
N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine	EPHB4
N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE	EPHB4
N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE	EPHB4
3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE	EPHB4
SOT-107	GLIPR1
RP101	UPP1|UPP2
1-((2-HYDROXYETHOXY)METHYL)-5-BENZYLPYRIMIDINE-2,4(1H,3H)-DIONE	UPP1
C1-INH	SERPING1
C1 Esterase Inhibitor (Human)	SERPING1
HspE7	KRT7|UBR4
PCL-016	UBR4|ZFY
SRT501	SIRT1
CCX282	CCR9
Ribostamycin	P4HB
PRLX 93936	VDAC2|VDAC3
ROX-888	CCL3
LLL-3348	IL10
N-(carboxycarbonyl)-D-phenylalanine	HIF1AN
(S)-Wiskostatin	WAS
Pentamidine	TRDMT1
Pradefovir Mesylate	CYP3A4
Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam	AMY2A
N-[4-Hydroxymethyl-Cyclohexan-6-Yl-1,2,3-Triol]-4,6-Dideoxy-4-Aminoglucopyranoside	AMY2B|AMY2A
4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose	AMY2A
4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1-&gt;4)-Alpha-D-Threo-Hexopyranosyl-(1-&gt;6)-Alpha-L-Threo-Hexopyranose	AMY2A
6-Deoxy-Alpha-D-Glucose	AMY2A
Acarbose Derived Hexasaccharide	AMY2A
4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose	AMY2A
4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1-&gt;4)HEXOPYRANOSYL-(1-&gt;4)HEXOPYRANOSE	AMY2A
Propanoic Acid	GPHN
1,6,7,8,9,11A,12,13,14,14A-DECAHYDRO-1,13-DIHYDROXY-6-METHYL-4H-CYCLOPENT[F]OXACYCLOTRIDECIN-4-ONE	ARF1|CYTH2
(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE	KAT2B
N-(3-AMINOPROPYL)-2-NITROBENZENAMINE	KAT2B
Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester	CES1
4-Piperidino-Piperidine	CES1
N-Methylnaloxonium	CES1
(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL	CES1
CEP-1347	MAPK12
4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One	CYP2C9
2'-Deoxycytidine	DCK|TK2
CP-4055	DCK
Beta-Cyclohexyl-Alanine	ZFY
LJP 1082	APOH
Tocilizumab	IL6R
(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	CYP2C8
(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)	SUOX
Pantothenoylaminoethenethiol	PPCDC
2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	CBR1
3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol	CBR1
2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE	PGLYRP3
7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE	PTK2
2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	PTK2
Adenosine-5'-Diphosphate-2',3'-Vanadate	PAPSS1
Adenosine-5'-Phosphosulfate	PAPSS1
2'-Deoxyguanosine-5'-Triphosphate	NME1
Selenocysteine	NME1|CAMP
2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate	NME1
Adenosine Phosphonoacetic Acid	NME1
2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Triphosphate	NME1
Thymidine-5'- Diphosphate	NME1
2'-Deoxyguanosine-5'-Diphosphate	NME1
Fudp	NME1
3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate	NME1
3'-Azido-3'-Deoxythymidine-5'-Diphosphate	NME1
6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL	DECR1
S-PALMITOYL-L-CYSTEINE	TRAPPC4|TRAPPC5|TRAPPC1|TRAPPC6A|TRAPPC3|TRAPPC6B
N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium	ARSA
2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid	ARSA
2,6-Diamino-Hexanoic Acid Amide	ADCYAP1
Zanamivir	NEU2
2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid	NEU2
5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID	NEU2
Ethanolamine	ANXA3
2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID	CPB1
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	CPB1
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID	CPB1
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(R)-HYDROXY[(1R)-2-METHYL-1-{[(3-PHENYLPROPYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	CPB1
(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE	CPB1
(2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID	CPB1
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID	CPB1
Guanosine-5'-Diphosphate-Rhamnose	GMDS
ABX-PTH	PTH
3'-Phosphate-Adenosine-5'-Diphosphate	RNASE1
Cytidine-3'-Monophosphate	RNASE1
2'-Monophosphoadenosine-5'-Diphosphate	RNASE1
2'-Deoxycytidine-2'-Deoxyadenosine-3',5'-Monophosphate	RNASE1
3'-Uridinemonophosphate	RNASE1
1-(3-O-Phosphono-Beta-L-Arabinofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	RNASE1
Cysteine-S-Acetamide	OAS1|RNASE1
1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	RNASE1
U-Pi-a-Pi	RNASE1
deoxycytidylyl-3',5'-guanosine	RNASE1
Uridylyl-2'-5'-Phospho-Adenosine	RNASE1
Uridine-2',3'-Vanadate	RNASE1
Purine Riboside-5'-Monophosphate	RNASE1
Cytidine-2'-Monophosphate	RNASE1
5-Amino-1h-Pyrimidine-2,4-Dione	RNASE1
Phosphoric Acid-2'-[2'-Deoxy-Uridine]Ester-5'-Guanosine Ester	RNASE1
5'-deoxy-5'-piperidin-1-ylthymidine	RNASE1
1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione	RNASE1
1-benzylimidazole	QPCT
N-ACETYLHISTAMINE	QPCT
Glutamine t-butyl ester	QPCT
3-hydroxyglutaric acid	HMGCL
IC261	CSNK1G2
N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide	CSNK1G2
9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE	WEE1
9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	WEE1
N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE	WEE1
4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2H,6H)-dione	WEE1
3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID	WEE1
8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide	WEE1
2H-1-BENZOPYRAN-2-ONE	CYP2A6
N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	CYP2A6
N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	CYP2A6
(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	CYP2A6
4,4'-DIPYRIDYL DISULFIDE	CYP2A6
N-[N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-Butyl]-Guanidine	CAPN1
CBZ-LEU-LEU-TYR-CH2F	CAPN1
(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE	CAPN1
(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE	NR5A1
Phosphatidyl ethanol	NR5A1
2'-O-Acetyl Adenosine-5-Diphosphoribose	SIRT5
WF10	MAEA|CD163
Leptin	LEPROT
Metreleptin	LEPROT
C31G	CD9
APD668	GPR119
N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE	TEK
AZD 3355	TP53
1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine	TP53
XL844	CHEK1|CHEK2
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE	CHEK1
N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	CHEK1
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE	CHEK1
2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID	CHEK1
(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL	CHEK1
2-(cyclohexylamino)benzoic acid	CHEK1
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE	CHEK1
(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE	CHEK1
5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE	CHEK1
(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL	CHEK1
1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA	CHEK1
(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE	CHEK1
18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE	CHEK1
1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA	CHEK1
4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID	CHEK1
4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL	CHEK1
(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL	CHEK1
(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL	CHEK1
N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE	CHEK1
(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC	CHEK1
3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE	CHEK1
3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE	CHEK1
2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL	CHEK1
